u,g,r,i,z,u-g,g-r,r-i,i-z,Class
21.01673,20.2156,19.85782,19.76501,19.62292,0.80113,0.35778000000000004,0.09281,0.14209000000000002,1.0
19.82692,18.64336,18.2111,18.02405,17.97308,1.18356,0.43226000000000003,0.18705,0.05097,2.0
21.826220000000003,20.65321,19.473779999999998,19.05031,18.70669,1.17301,1.17943,0.42346999999999996,0.34362,1.0
22.16725,20.293039999999998,18.92598,18.26349,17.88544,1.87421,1.36706,0.6624899999999999,0.37805,1.0
22.8547,20.40605,19.36654,18.95581,18.65162,2.44865,1.03951,0.41073000000000004,0.30419,1.0
23.07865,20.7142,19.38177,18.773239999999998,18.48764,2.36445,1.33243,0.60853,0.2856,1.0
19.75112,18.82011,18.605629999999998,18.546129999999998,18.53452,0.93101,0.21448000000000003,0.0595,0.011609999999999995,1.0
20.05738,19.133589999999998,18.92141,18.85107,18.820629999999998,0.92379,0.21218,0.07034,0.03044,1.0
25.85249,20.922729999999998,19.64096,19.0912,18.7935,4.92976,1.2817700000000003,0.54976,0.2977000000000001,1.0
20.62845,19.7188,19.470470000000002,19.38479,19.33975,0.90965,0.24833000000000002,0.08567999999999999,0.04504,1.0
19.86882,18.910420000000002,18.69458,18.62479,18.65977,0.9584,0.21584,0.06978999999999999,-0.03498000000000001,1.0
20.55706,19.80623,19.47494,19.41359,19.27542,0.75083,0.33129000000000003,0.06135,0.13817000000000002,1.0
20.14733,18.6026,18.06846,17.884079999999997,17.83677,1.54473,0.53414,0.18438,0.047310000000000005,2.0
20.70611,19.81436,19.53809,19.46199,19.53881,0.89175,0.27626999999999996,0.0761,-0.07682,1.0
19.55329,18.13467,17.64451,17.47612,17.41838,1.41862,0.49016000000000004,0.16839,0.05774,3.0
19.81129,18.87937,18.662,18.58277,18.615920000000003,0.9319200000000001,0.21736999999999998,0.07923,-0.03315,1.0
16.561320000000002,15.9547,16.28035,16.51801,16.68451,0.6066199999999999,-0.32564999999999994,-0.23765999999999998,-0.1665,4.0
20.9264,20.06952,19.8002,19.7182,19.653489999999998,0.85688,0.26932,0.08199999999999999,0.06471,1.0
19.45678,18.57452,18.36917,18.29823,18.30465,0.88226,0.20535,0.07094,-0.006420000000000002,1.0
19.957,19.066010000000002,18.8783,18.80958,18.785439999999998,0.89099,0.18771,0.06872,0.02414,1.0
20.06379,19.14633,18.93601,18.84692,18.9279,0.91746,0.21031999999999998,0.08909,-0.08098,1.0
20.89584,19.46876,18.859189999999998,18.591279999999998,18.48489,1.42708,0.60957,0.26791,0.10639000000000001,1.0
21.25157,20.14665,19.94073,19.73426,19.89709,1.1049200000000001,0.20592,0.20647,-0.16283,1.0
20.61877,19.81147,19.59705,19.55331,19.616529999999997,0.8073,0.21441999999999997,0.04374,-0.06322000000000001,1.0
20.363039999999998,19.42354,19.17823,19.10568,18.98003,0.9395,0.24531,0.07255,0.12565,1.0
